Dataset,Model,Whitebox,Layers_Used,Poolers_Used,Seed,predict_accuracy,predict_f1,predict_precision,predict_recall
toxigen,deberta-large,K-means,All,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Embedding Only,mean_with_attention,469,0.7170212765957447,0.4526748971193416,0.5445544554455446,0.3873239436619718
toxigen,deberta-large,Decision Tree,Embedding Only,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,KNN,Embedding Only,mean_with_attention,469,0.7308510638297873,0.4847250509164969,0.5748792270531401,0.4190140845070422
toxigen,deberta-large,K-means,Embedding Only,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Embedding + Last,mean_with_attention,469,0.7617021276595745,0.4563106796116505,0.734375,0.3309859154929577
toxigen,deberta-large,Decision Tree,Embedding + Last,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,KNN,Embedding + Last,mean_with_attention,469,0.7755319148936171,0.48661800486618,0.7874015748031497,0.352112676056338
toxigen,deberta-large,K-means,Embedding + Last,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Last Only,mean_with_attention,469,0.8148936170212766,0.6765799256505577,0.7165354330708661,0.6408450704225352
toxigen,deberta-large,Decision Tree,Last Only,mean_with_attention,469,0.8308510638297872,0.6948176583493283,0.7637130801687764,0.6373239436619719
toxigen,deberta-large,KNN,Last Only,mean_with_attention,469,0.8223404255319149,0.6843100189035917,0.7387755102040816,0.6373239436619719
toxigen,deberta-large,K-means,Last Only,mean_with_attention,469,0.8127659574468085,0.7170418006430869,0.6597633136094675,0.7852112676056338
toxigen,deberta-large,SVM,All,mean_with_attention,4399,0.8223404255319149,0.6744639376218323,0.7554585152838428,0.6091549295774648
toxigen,deberta-large,Decision Tree,All,mean_with_attention,4399,0.7436170212765958,0.3172804532577903,0.8115942028985508,0.1971830985915492
toxigen,deberta-large,KNN,All,mean_with_attention,4399,0.7946808510638298,0.6365348399246703,0.6842105263157895,0.5950704225352113
toxigen,deberta-large,K-means,All,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Embedding Only,mean_with_attention,4399,0.7159574468085106,0.4494845360824742,0.5422885572139303,0.3838028169014084
toxigen,deberta-large,Decision Tree,Embedding Only,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,KNN,Embedding Only,mean_with_attention,4399,0.7329787234042553,0.4908722109533468,0.5789473684210527,0.426056338028169
toxigen,deberta-large,K-means,Embedding Only,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Embedding + Last,mean_with_attention,4399,0.7627659574468085,0.4600484261501211,0.7364341085271318,0.3345070422535211
toxigen,deberta-large,Decision Tree,Embedding + Last,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,KNN,Embedding + Last,mean_with_attention,4399,0.7734042553191489,0.4867469879518073,0.7709923664122137,0.3556338028169014
toxigen,deberta-large,K-means,Embedding + Last,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Last Only,mean_with_attention,4399,0.8276595744680851,0.7086330935251798,0.7242647058823529,0.6936619718309859
toxigen,deberta-large,Decision Tree,Last Only,mean_with_attention,4399,0.8308510638297872,0.6888454011741684,0.775330396475771,0.6197183098591549
toxigen,deberta-large,KNN,Last Only,mean_with_attention,4399,0.8170212765957446,0.6814814814814815,0.71875,0.647887323943662
toxigen,deberta-large,K-means,Last Only,mean_with_attention,4399,0.8265957446808511,0.7084078711985689,0.72,0.6971830985915493
toxigen,deberta-large,SVM,All,mean_with_attention,3012023,0.8031914893617021,0.6336633663366337,0.7239819004524887,0.5633802816901409
toxigen,deberta-large,Decision Tree,All,mean_with_attention,3012023,0.7372340425531915,0.2756598240469208,0.8245614035087719,0.1654929577464788
toxigen,deberta-large,KNN,All,mean_with_attention,3012023,0.8021276595744681,0.6516853932584269,0.696,0.6126760563380281
toxigen,deberta-large,K-means,All,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Embedding Only,mean_with_attention,3012023,0.7148936170212766,0.448559670781893,0.5396039603960396,0.3838028169014084
toxigen,deberta-large,Decision Tree,Embedding Only,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,KNN,Embedding Only,mean_with_attention,3012023,0.7329787234042553,0.4908722109533468,0.5789473684210527,0.426056338028169
toxigen,deberta-large,K-means,Embedding Only,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Embedding + Last,mean_with_attention,3012023,0.7595744680851064,0.448780487804878,0.7301587301587301,0.323943661971831
toxigen,deberta-large,Decision Tree,Embedding + Last,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,KNN,Embedding + Last,mean_with_attention,3012023,0.7691489361702127,0.4869976359338062,0.7410071942446043,0.3626760563380282
toxigen,deberta-large,K-means,Embedding + Last,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,deberta-large,SVM,Last Only,mean_with_attention,3012023,0.8159574468085107,0.6837294332723949,0.7110266159695817,0.6584507042253521
toxigen,deberta-large,Decision Tree,Last Only,mean_with_attention,3012023,0.8191489361702128,0.6755725190839694,0.7375,0.6232394366197183
toxigen,deberta-large,KNN,Last Only,mean_with_attention,3012023,0.8127659574468085,0.68,0.7030075187969925,0.6584507042253521
toxigen,deberta-large,K-means,Last Only,mean_with_attention,3012023,0.8202127659574469,0.6692759295499022,0.7533039647577092,0.602112676056338
toxigen,flan-t5-large,SVM,All,mean_with_attention,42,0.9627659574468084,0.9343339587242028,1.0,0.8767605633802817
toxigen,flan-t5-large,Decision Tree,All,mean_with_attention,42,0.952127659574468,0.9139579349904398,1.0,0.8415492957746479
toxigen,flan-t5-large,KNN,All,mean_with_attention,42,0.9638297872340426,0.9363295880149812,1.0,0.8802816901408451
toxigen,flan-t5-large,K-means,All,mean_with_attention,42,0.8787234042553191,0.748898678414097,1.0,0.5985915492957746
toxigen,flan-t5-large,SVM,Embedding Only,mean_with_attention,42,0.7340425531914894,0.4813278008298755,0.5858585858585859,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding Only,mean_with_attention,42,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding Only,mean_with_attention,42,0.7202127659574468,0.4912959381044487,0.5450643776824035,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding Only,mean_with_attention,42,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Embedding + Last,mean_with_attention,42,0.8212765957446808,0.5800000000000001,1.0,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding + Last,mean_with_attention,42,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding + Last,mean_with_attention,42,0.8329787234042553,0.6180048661800487,1.0,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding + Last,mean_with_attention,42,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Last Only,mean_with_attention,42,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,Decision Tree,Last Only,mean_with_attention,42,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,KNN,Last Only,mean_with_attention,42,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,K-means,Last Only,mean_with_attention,42,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,SVM,All,mean_with_attention,365,0.9659574468085106,0.9402985074626864,1.0,0.8873239436619719
toxigen,flan-t5-large,Decision Tree,All,mean_with_attention,365,0.954255319148936,0.9180952380952382,1.0,0.8485915492957746
toxigen,flan-t5-large,KNN,All,mean_with_attention,365,0.9702127659574468,0.948148148148148,1.0,0.9014084507042254
toxigen,flan-t5-large,K-means,All,mean_with_attention,365,0.9223404255319148,0.8525252525252526,1.0,0.7429577464788732
toxigen,flan-t5-large,SVM,Embedding Only,mean_with_attention,365,0.7340425531914894,0.4813278008298755,0.5858585858585859,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding Only,mean_with_attention,365,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding Only,mean_with_attention,365,0.7202127659574468,0.4912959381044487,0.5450643776824035,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding Only,mean_with_attention,365,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Embedding + Last,mean_with_attention,365,0.8212765957446808,0.5800000000000001,1.0,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding + Last,mean_with_attention,365,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding + Last,mean_with_attention,365,0.8329787234042553,0.6180048661800487,1.0,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding + Last,mean_with_attention,365,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Last Only,mean_with_attention,365,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,Decision Tree,Last Only,mean_with_attention,365,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,KNN,Last Only,mean_with_attention,365,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,K-means,Last Only,mean_with_attention,365,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,SVM,All,mean_with_attention,469,0.9574468085106383,0.9242424242424242,1.0,0.8591549295774648
toxigen,flan-t5-large,Decision Tree,All,mean_with_attention,469,0.948936170212766,0.9076923076923076,1.0,0.8309859154929577
toxigen,flan-t5-large,KNN,All,mean_with_attention,469,0.9691489361702128,0.9461966604823748,1.0,0.897887323943662
toxigen,flan-t5-large,K-means,All,mean_with_attention,469,0.9159574468085108,0.8384458077709611,1.0,0.721830985915493
toxigen,flan-t5-large,SVM,Embedding Only,mean_with_attention,469,0.7340425531914894,0.4813278008298755,0.5858585858585859,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding Only,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding Only,mean_with_attention,469,0.7202127659574468,0.4912959381044487,0.5450643776824035,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding Only,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Embedding + Last,mean_with_attention,469,0.8212765957446808,0.5800000000000001,1.0,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding + Last,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding + Last,mean_with_attention,469,0.8329787234042553,0.6180048661800487,1.0,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding + Last,mean_with_attention,469,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Last Only,mean_with_attention,469,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,Decision Tree,Last Only,mean_with_attention,469,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,KNN,Last Only,mean_with_attention,469,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,K-means,Last Only,mean_with_attention,469,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,SVM,All,mean_with_attention,4399,0.9606382978723405,0.9303201506591336,1.0,0.8697183098591549
toxigen,flan-t5-large,Decision Tree,All,mean_with_attention,4399,0.9531914893617022,0.916030534351145,1.0,0.8450704225352113
toxigen,flan-t5-large,KNN,All,mean_with_attention,4399,0.9638297872340426,0.9363295880149812,1.0,0.8802816901408451
toxigen,flan-t5-large,K-means,All,mean_with_attention,4399,0.9202127659574468,0.847870182555781,1.0,0.7359154929577465
toxigen,flan-t5-large,SVM,Embedding Only,mean_with_attention,4399,0.7361702127659574,0.4833333333333334,0.5918367346938775,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding Only,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding Only,mean_with_attention,4399,0.7202127659574468,0.4912959381044487,0.5450643776824035,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding Only,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Embedding + Last,mean_with_attention,4399,0.8212765957446808,0.5800000000000001,1.0,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding + Last,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding + Last,mean_with_attention,4399,0.8329787234042553,0.6180048661800487,1.0,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding + Last,mean_with_attention,4399,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Last Only,mean_with_attention,4399,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,Decision Tree,Last Only,mean_with_attention,4399,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,KNN,Last Only,mean_with_attention,4399,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,K-means,Last Only,mean_with_attention,4399,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,SVM,All,mean_with_attention,3012023,0.9563829787234044,0.922201138519924,1.0,0.8556338028169014
toxigen,flan-t5-large,Decision Tree,All,mean_with_attention,3012023,0.948936170212766,0.9076923076923076,1.0,0.8309859154929577
toxigen,flan-t5-large,KNN,All,mean_with_attention,3012023,0.9670212765957448,0.9422718808193667,1.0,0.8908450704225352
toxigen,flan-t5-large,K-means,All,mean_with_attention,3012023,0.9106382978723404,0.8264462809917354,1.0,0.704225352112676
toxigen,flan-t5-large,SVM,Embedding Only,mean_with_attention,3012023,0.7351063829787234,0.4823284823284823,0.5888324873096447,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding Only,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding Only,mean_with_attention,3012023,0.7202127659574468,0.4912959381044487,0.5450643776824035,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding Only,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Embedding + Last,mean_with_attention,3012023,0.8212765957446808,0.5800000000000001,1.0,0.4084507042253521
toxigen,flan-t5-large,Decision Tree,Embedding + Last,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,KNN,Embedding + Last,mean_with_attention,3012023,0.8329787234042553,0.6180048661800487,1.0,0.4471830985915493
toxigen,flan-t5-large,K-means,Embedding + Last,mean_with_attention,3012023,0.6978723404255319,0.0,0.0,0.0
toxigen,flan-t5-large,SVM,Last Only,mean_with_attention,3012023,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,Decision Tree,Last Only,mean_with_attention,3012023,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,KNN,Last Only,mean_with_attention,3012023,1.0,1.0,1.0,1.0
toxigen,flan-t5-large,K-means,Last Only,mean_with_attention,3012023,1.0,1.0,1.0,1.0
